OBJECTID;ID_LOCAL;X;Y;Xbis;Ybis;C20_NIV8;F7;ARRO;QUA;IRIS;NUM;LET;TYP_VOIE;LIB_VOIE;C20_SIT;C20_CODACT;C20_LIBACT;C20_SURF;C20_CC_ID;C20_NOM_CC;CODE_PROTECTION;TYPE_PROTECTION;CODE_ZTI;NOM_ZTI
2012;21166;648581.982;6863739.4792;648581.982;6863739.4792;7;null;8;29;751082905;15;null;RUE;VERNET;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
9704;83745;648524.899;6863767.5773;648524.899;6863767.5773;7;null;8;29;751082905;21;null;RUE;VERNET;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2023;21372;649137.5032;6864143.8502;649137.5032;6864143.8502;7;null;8;30;751083002;4;null;RUE;MONCEAU;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2100;24001;649204.7516;6864366.5547;649204.7516;6864366.5547;7;null;8;32;751083210;55;null;RUE;LISBONNE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
9687;83595;649308.8711;6864322.4934;649308.8711;6864322.4934;7;null;8;32;751083210;31;null;RUE;MONCEAU;CI;AF102;Bureau en boutique;1;0;null;0;null;0;null
9686;83594;649308.8711;6864322.4934;649308.8711;6864322.4934;7;null;8;32;751083210;31;null;RUE;MONCEAU;CI;AF102;Bureau en boutique;1;0;null;0;null;0;null
2099;23974;649540.5733;6864290.3499;649540.5733;6864290.3499;7;null;8;32;751083210;17;null;AV;MESSINE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2098;23973;649551.6527;6864282.5199;649551.6527;6864282.5199;7;null;8;32;751083210;15;null;AV;MESSINE;A;AF102;Bureau en boutique;1;0;null;0;null;0;null
2020;21351;649146.3886;6864171.7037;649149.031227993;6864174.70645162;7;null;8;30;751083002;9;null;RUE;MONCEAU;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2033;21823;649323.071;6864010.1699;649323.071;6864010.1699;7;null;8;30;751083006;4;null;RUE;PAUL CEZANNE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
11604;90919;649142.4092;6864040.13;649130.841724865;6864043.32272908;7;null;8;30;751083005;157;null;RUE;FAUBOURG SAINT HONORE;R;AF102;Bureau en boutique;1;0;null;1;PCA;6;Champs Elysées-Montaigne
11603;90910;649236.5195;6864125.3198;649236.5195;6864125.3198;7;null;8;30;751083002;174;null;BD;HAUSSMANN;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2021;21363;649250.7757;6864126.0513;649250.7757;6864126.0513;7;null;8;30;751083002;172;null;BD;HAUSSMANN;CI;AF102;Bureau en boutique;1;0;null;0;null;0;null
2097;23962;649377.5722;6864132.4819;649381.565323954;6864132.71633782;7;null;8;32;751083210;162;null;BD;HAUSSMANN;R;AD103;Cabinet dentaire;1;0;null;0;null;0;null
2022;21365;649204.1255;6864123.6715;649204.1255;6864123.6715;7;null;8;30;751083002;178;null;BD;HAUSSMANN;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
11608;90948;649588.4791;6864107.2787;649588.4791;6864107.2787;7;null;8;32;751083209;137;null;BD;HAUSSMANN;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2031;21749;649235.088;6864062.7258;649237.977455848;6864065.49185222;7;null;8;30;751083006;47;null;RUE;BERRI;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2032;21807;649340.8646;6863941.4977;649350.383563706;6863934.19089974;7;null;8;30;751083006;164;null;RUE;FAUBOURG SAINT HONORE;R;AC102;Services annexes aux entreprises;1;0;null;1;PCA;6;Champs Elysées-Montaigne
12783;96921;649352.2514;6863868.2002;649352.2514;6863868.2002;7;null;8;30;751083004;4;null;RUE;COMMANDANT RIVIERE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
9689;83597;649452.4382;6863923.7389;649452.4382;6863923.7389;7;null;8;30;751083006;6;null;PAS;SAINT PHILIPPE DU ROULE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2036;21935;649181.7102;6863909.8974;649181.7102;6863909.8974;7;null;8;30;751083004;21;null;RUE;ARTOIS;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2041;22257;649324.4342;6863782.2727;649324.4342;6863782.2727;7;null;8;30;751083004;79;null;RUE;LA BOETIE;R;AF102;Bureau en boutique;1;0;null;1;PCA;6;Champs Elysées-Montaigne
2035;21836;649442.089;6863902.0127;649442.089;6863902.0127;7;null;8;30;751083006;2;null;PAS;SAINT PHILIPPE DU ROULE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2034;21830;649462.195;6863934.568;649462.195;6863934.568;7;null;8;30;751083006;7;null;RUE;COURCELLES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2094;23864;649445.9984;6863977.2239;649445.9984;6863977.2239;7;null;8;32;751083209;12;B;RUE;COURCELLES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2014;21256;648745.9766;6864496.9835;648745.9766;6864496.9835;7;null;8;30;751083002;10;null;RUE;PIERRE LE GRAND;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2019;21343;649095.8006;6864129.9578;649099.235008852;6864132.00836964;7;null;8;30;751083002;3;null;RUE;MONCEAU;R;AD109;Vétérinaire;1;0;null;1;PCA;0;null
9696;83670;648742.1598;6864206.5087;648742.1598;6864206.5087;7;null;8;30;751083001;7;null;AV;BERTIE ALBRECHT;R;AD102;Centre de radiologie;1;0;null;0;null;0;null
2015;21261;648733.2092;6864330.024;648733.2092;6864330.024;7;null;8;30;751083002;252;null;RUE;FAUBOURG SAINT HONORE;R;AE102;Salle de concert;3;0;null;1;PCA;6;Champs Elysées-Montaigne
2017;21271;648816.4596;6864328.5722;648816.4596;6864328.5722;7;null;8;30;751083002;14;null;AV;HOCHE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2016;21270;648830.8334;6864337.4817;648830.8334;6864337.4817;7;null;8;30;751083002;12;null;AV;HOCHE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2018;21337;648935.1131;6864357.4245;648935.1131;6864357.4245;7;null;8;30;751083002;9;null;AV;HOCHE;R;AC102;Services annexes aux entreprises;1;0;null;0;null;0;null
2049;22496;648585.6468;6864360.0787;648585.6468;6864360.0787;7;null;8;30;751083001;3;B;VLA;WAGRAM SAINT HONORE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2013;21235;648765.8682;6864446.0466;648765.8682;6864446.0466;7;null;8;30;751083002;1;null;RUE;PIERRE LE GRAND;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
9698;83694;649005.1787;6863871.2397;649005.1787;6863871.2397;7;null;8;30;751083005;21;null;RUE;BERRI;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2025;21506;648694.3087;6863950.1656;648694.3087;6863950.1656;7;null;8;30;751083005;8;null;RUE;BALZAC;A;AF102;Bureau en boutique;1;0;null;0;null;0;null
2026;21575;648788.6072;6863829.3463;648788.6072;6863829.3463;7;null;8;30;751083005;5;null;RUE;WASHINGTON;CI;AD108;Laboratoire d'analyses médicales;1;0;null;0;null;0;null
2027;21598;648875.1931;6863972.0904;648875.1931;6863972.0904;7;null;8;30;751083005;5;null;RUE;LAMENNAIS;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2029;21638;649011.4269;6864049.2322;649011.4269;6864049.2322;7;null;8;30;751083005;49;null;RUE;WASHINGTON;R;AC101;Imprimerie;1;0;null;0;null;0;null
2030;21738;649100.7616;6864064.5462;649100.7616;6864064.5462;7;null;8;30;751083005;163;null;RUE;FAUBOURG SAINT HONORE;R;AB106;Autre commerce de gros;1;0;null;1;PCA;6;Champs Elysées-Montaigne
2028;21613;649007.5895;6864068.2954;649003.645167198;6864067.63038967;7;null;8;30;751083005;1;null;AV;FRIEDLAND;R;AC103;Studio de reportages photographiques;1;0;null;0;null;0;null
2024;21385;649000.818;6864128.9962;648997.372546773;6864131.02815769;7;null;8;30;751083001;179;null;RUE;FAUBOURG SAINT HONORE;R;AC101;Imprimerie;1;0;null;1;PCA;6;Champs Elysées-Montaigne
11120;89041;648578.7695;6864353.4863;648578.7695;6864353.4863;7;null;8;30;751083001;5;null;VLA;WAGRAM SAINT HONORE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2048;22478;648434.1856;6864228.2351;648434.1856;6864228.2351;7;null;8;30;751083001;16;null;AV;WAGRAM;CI;AC102;Services annexes aux entreprises;1;0;null;1;PCA;6;Champs Elysées-Montaigne
9697;83672;648569.1338;6864175.3496;648572.51335431;6864177.4893693;7;null;8;30;751083001;40;null;AV;HOCHE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2047;22466;648569.1338;6864175.3496;648569.1338;6864175.3496;7;null;8;30;751083001;40;null;AV;HOCHE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
13050;98295;648467.0642;6863796.0487;648467.0642;6863796.0487;7;null;8;29;751082905;33;null;RUE;VERNET;R;AF103;Equipement en boutique;1;0;null;0;null;0;null
2064;23074;650535.8232;6863905.6226;650535.8232;6863905.6226;7;null;8;31;751083107;36;null;RUE;MATHURINS;R;AE101;Théâtre;1;0;null;0;null;0;null
2065;23075;650522.8956;6863907.1061;650522.8956;6863907.1061;7;null;8;31;751083107;38;null;RUE;MATHURINS;R;AE101;Théâtre;1;0;null;0;null;0;null
2066;23114;650516.0952;6864053.7922;650521.580731445;6864047.96906126;7;null;8;31;751083108;10;null;RUE;ROME;A;AF103;Equipement en boutique;1;0;null;1;PCA;0;null
2070;23187;650400.0512;6864068.0386;650400.0512;6864068.0386;7;null;8;31;751083108;37;null;RUE;PASQUIER;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2069;23135;650500.3826;6864081.2622;650504.378913721;6864081.43388764;7;null;8;31;751083108;12;null;RUE;ISLY;R;AD106;Autre activité d'auxiliaire médical - Orthophoniste;1;0;null;0;null;0;null
2068;23134;650500.3826;6864081.2622;650500.3826;6864081.2622;7;null;8;31;751083108;12;null;RUE;ISLY;R;AD103;Cabinet dentaire;1;0;null;0;null;0;null
2067;23127;650551.4508;6864083.0354;650551.4508;6864083.0354;7;null;8;31;751083108;6;null;RUE;ISLY;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
12084;93649;650404.8015;6863770.7669;650403.761503696;6863766.90446454;7;null;8;31;751083106;20;null;RUE;ARCADE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2060;22924;650593.0007;6863791.7096;650593.0007;6863791.7096;7;null;8;31;751083106;33;null;RUE;VIGNON;R;AF102;Bureau en boutique;1;0;null;0;null;8;Haussmann
11141;89137;650427.4542;6863852.2566;650427.4542;6863852.2566;7;null;8;31;751083106;32;null;RUE;ARCADE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
12085;93652;650418.5852;6863872.765;650418.5852;6863872.765;7;null;8;31;751083106;31;null;RUE;ARCADE;CI;AF102;Bureau en boutique;1;0;null;0;null;0;null
2063;23049;650498.6421;6863866.0498;650498.6421;6863866.0498;7;null;8;31;751083106;7;null;RUE;GREFFULHE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
12086;93653;650418.5852;6863872.765;650418.5852;6863872.765;7;null;8;31;751083106;31;null;RUE;ARCADE;CI;AF102;Bureau en boutique;1;0;null;0;null;0;null
2058;22792;650439.1079;6863299.7156;650439.1079;6863299.7156;7;null;8;31;751083101;17;null;RUE;SAINT FLORENTIN;R;AF104;Stockage en boutique;1;0;null;0;null;1;Saint Honoré-Vendôme
2062;22967;650491.4383;6863670.3597;650491.4383;6863670.3597;7;null;8;31;751083106;3;null;RUE;TRONCHET;CI;AF102;Bureau en boutique;1;0;null;1;PCA;8;Haussmann
9717;83825;650386.578;6863855.1098;650385.789424156;6863851.1883018;7;null;8;31;751083106;24;null;RUE;PASQUIER;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
9718;83826;650233.8293;6863865.8221;650233.8293;6863865.8221;7;null;8;31;751083106;24;null;BD;MALESHERBES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
12087;93655;650320.9695;6863902.6435;650320.9695;6863902.6435;7;null;8;31;751083106;6;null;RUE;TRONSON DU COUDRAY;R;AF103;Equipement en boutique;1;0;null;0;null;0;null
2073;23265;650347.4164;6863913.3495;650347.4164;6863913.3495;7;null;8;31;751083106;49;null;RUE;MATHURINS;R;AD106;Autre activité d'auxiliaire médical - Orthophoniste;1;0;null;0;null;0;null
2086;23622;650095.9495;6863937.5694;650095.9495;6863937.5694;7;null;8;31;751083103;20;null;RUE;ASTORG;A;AF102;Bureau en boutique;1;0;null;0;null;0;null
2074;23281;650250.1387;6863922.0151;650250.1387;6863922.0151;7;null;8;31;751083106;57;null;RUE;MATHURINS;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2072;23251;650218.6832;6863957.9822;650218.6832;6863957.9822;7;null;8;31;751083107;11;null;RUE;LAVOISIER;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
12784;96935;650388.2759;6864029.8694;650392.196154722;6864029.07466551;7;null;8;31;751083108;92;null;BD;HAUSSMANN;R;AF102;Bureau en boutique;1;0;null;1;PCA;0;null
2081;23504;650152.7403;6863653.9632;650152.7403;6863653.9632;7;null;8;31;751083105;19;null;RUE;SURENE;R;AE101;Théâtre;1;0;null;0;null;0;null
2078;23343;650351.2551;6863686.6966;650351.2551;6863686.6966;7;null;8;31;751083106;4;null;RUE;PASQUIER;R;AC102;Services annexes aux entreprises;1;0;null;0;null;8;Haussmann
2061;22927;650387.587;6863708.9635;650387.587;6863708.9635;7;null;8;31;751083106;12;null;RUE;ARCADE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2075;23292;650296.9195;6863743.2626;650300.525924506;6863741.53236814;7;null;8;31;751083106;18;null;RUE;CHAUVEAU LAGARDE;A;AF102;Bureau en boutique;1;0;null;0;null;8;Haussmann
2076;23293;650282.4849;6863759.4038;650282.4849;6863759.4038;7;null;8;31;751083106;16;null;BD;MALESHERBES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2084;23602;650239.8409;6863766.0918;650239.8409;6863766.0918;7;null;8;31;751083105;19;null;BD;MALESHERBES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2077;23297;650353.6618;6863766.1662;650354.432572968;6863770.09123618;7;null;8;31;751083106;9;null;RUE;PASQUIER;R;AC102;Services annexes aux entreprises;1;0;null;0;null;0;null
9692;83635;650211.7268;6863827.6177;650211.7268;6863827.6177;7;null;8;31;751083105;27;null;BD;MALESHERBES;CI;AF102;Bureau en boutique;1;0;null;0;null;0;null
12083;93637;650293.0202;6863403.5666;650293.0202;6863403.5666;7;null;8;31;751083105;14;null;RUE;FAUBOURG SAINT HONORE;CI;AF102;Bureau en boutique;1;0;null;1;PCA;1;Saint Honoré-Vendôme
2059;22831;650390.9599;6863382.0744;650390.9599;6863382.0744;7;null;8;31;751083105;18;null;RUE;ROYALE;CI;AD101;Cabinet médical;1;0;null;1;PCA;1;Saint Honoré-Vendôme
2057;22773;650323.3866;6863261.1574;650323.3866;6863261.1574;7;null;8;31;751083101;6;null;RUE;ROYALE;CI;AF102;Bureau en boutique;1;0;null;1;PCA;1;Saint Honoré-Vendôme
12082;93636;650293.0202;6863403.5666;650293.0202;6863403.5666;7;null;8;31;751083105;14;null;RUE;FAUBOURG SAINT HONORE;CI;AF102;Bureau en boutique;1;0;null;1;PCA;1;Saint Honoré-Vendôme
2079;23396;650351.1312;6863500.2493;650351.1312;6863500.2493;7;null;8;31;751083105;9;null;PL;MADELEINE;CC;AF102;Bureau en boutique;1;44;GALERIE DE LA MADELEINE;1;PCA;1;Saint Honoré-Vendôme
2056;22733;650219.1473;6863234.5156;650219.1473;6863234.5156;7;null;8;31;751083101;8;null;PL;CONCORDE;R;AF102;Bureau en boutique;1;0;null;0;null;1;Saint Honoré-Vendôme
11606;90930;650285.4471;6863594.5514;650285.4471;6863594.5514;7;null;8;31;751083105;3;null;RUE;SURENE;R;AF102;Bureau en boutique;1;0;null;0;null;1;Saint Honoré-Vendôme
2080;23502;650179.5962;6863640.3578;650179.5962;6863640.3578;7;null;8;31;751083105;15;null;RUE;SURENE;R;AD101;Cabinet médical;1;0;null;0;null;0;null
12540;95903;649959.2289;6863928.4908;649959.2289;6863928.4908;7;null;8;31;751083103;25;null;RUE;CAMBACERES;R;AD104;Cabinet de kinésithérapeute;1;0;null;0;null;0;null
2093;23837;649696.8953;6863941.0601;649696.8953;6863941.0601;7;null;8;31;751083103;45;null;RUE;LA BOETIE;R;AE102;Salle de concert;1;0;null;1;PCA;0;null
2091;23751;649818.3614;6863932.9129;649818.3614;6863932.9129;7;null;8;31;751083103;33;null;RUE;MIROMESNIL;CI;AF102;Bureau en boutique;1;0;null;1;PCA;0;null
9693;83641;649817.611;6863948.2462;649817.611;6863948.2462;7;null;8;31;751083103;37;null;RUE;MIROMESNIL;CI;AF102;Bureau en boutique;1;0;null;1;PCA;0;null
2112;24277;649797.4352;6863988.5945;649801.309879643;6863989.5879071;7;null;8;32;751083209;28;null;RUE;LA BOETIE;R;AF103;Equipement en boutique;1;0;null;1;PCA;0;null
12785;96941;649883.3466;6864010.1936;649883.3466;6864010.1936;7;null;8;32;751083209;20;null;RUE;LA BOETIE;R;AF103;Equipement en boutique;1;0;null;1;PCA;0;null
2088;23654;649960.3805;6864006.9192;649960.3805;6864006.9192;7;null;8;31;751083103;15;null;RUE;LA BOETIE;R;AD109;Vétérinaire;1;0;null;1;PCA;0;null
2087;23623;650094.5611;6863960.055;650094.5611;6863960.055;7;null;8;31;751083103;22;null;RUE;ASTORG;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2085;23621;650080.8222;6863754.3766;650080.8222;6863754.3766;7;null;8;31;751083105;24;null;RUE;VILLE L EVEQUE;A;AF102;Bureau en boutique;1;0;null;0;null;0;null
2092;23782;649825.2735;6863777.6251;649825.2735;6863777.6251;7;null;8;31;751083104;13;null;RUE;MIROMESNIL;R;AC102;Services annexes aux entreprises;1;0;null;1;PCA;0;null
2090;23689;649874.4962;6863872.9889;649874.4962;6863872.9889;7;null;8;31;751083104;13;null;RUE;PENTHIEVRE;R;AC102;Services annexes aux entreprises;1;0;null;0;null;0;null
2089;23677;649836.5826;6863786.6972;649836.5826;6863786.6972;7;null;8;31;751083104;12;null;RUE;MIROMESNIL;R;AF102;Bureau en boutique;1;0;null;1;PCA;0;null
12080;93630;649822.2355;6863847.8765;649822.2355;6863847.8765;7;null;8;31;751083104;23;null;RUE;MIROMESNIL;R;AF102;Bureau en boutique;1;0;null;1;PCA;0;null
12542;95906;649836.5826;6863786.6972;649836.78566925;6863782.70235797;7;null;8;31;751083104;12;null;RUE;MIROMESNIL;R;AF102;Bureau en boutique;1;0;null;1;PCA;0;null
11605;90922;649873.2116;6863887.1117;649873.2116;6863887.1117;7;null;8;31;751083103;10;null;RUE;PENTHIEVRE;CI;AF101;Atelier en boutique;1;0;null;0;null;0;null
12541;95905;649621.8017;6863921.8201;649617.931391867;6863920.80979561;7;null;8;31;751083103;53;null;RUE;LA BOETIE;R;AF104;Stockage en boutique;1;0;null;1;PCA;0;null
2082;23510;649973.5054;6863647.3375;649971.385722943;6863643.94530762;7;null;8;31;751083105;8;null;RUE;DURAS;R;AD101;Cabinet médical;1;0;null;0;null;0;null
12081;93632;649898.287;6863683.5536;649898.287;6863683.5536;7;null;8;31;751083104;3;null;RUE;SAUSSAIES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
9691;83633;650080.8222;6863754.3766;650084.457106999;6863752.70703386;7;null;8;31;751083105;24;null;RUE;VILLE L EVEQUE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
12078;93600;649649.8548;6863391.7903;649649.8548;6863391.7903;7;null;8;29;751082907;14;null;AV;CHAMPS ELYSEES;R;AE101;Théâtre;1;0;null;0;null;0;null
2000;20609;649959.3868;6863293.5505;649955.809245987;6863295.33966385;7;null;8;29;751082907;5;null;AV;GABRIEL;R;AE103;Autre lieu de spectacle;1;0;null;0;null;0;null
12554;95935;649770.228;6863313.0987;649770.228;6863313.0987;7;null;8;29;751082907;10;null;AV;CHAMPS ELYSEES;R;AE101;Théâtre;1;0;null;0;null;0;null
2083;23562;650013.1146;6863724.7439;650013.1146;6863724.7439;7;null;8;31;751083105;41;null;RUE;SURENE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
1999;20607;650038.1689;6863259.5816;650038.1689;6863259.5816;7;null;8;29;751082907;1;null;AV;GABRIEL;R;AE101;Théâtre;1;0;null;0;null;0;null
2139;24789;650213.54;6864636.14;650213.54;6864636.14;7;null;8;32;751083205;6;null;RUE;CONSTANTINOPLE;R;AF102;Bureau en boutique;1;0;null;1;PCA;0;null
11125;89050;650581.5016;6864646.8748;650578.335425445;6864649.31925059;7;null;8;32;751083207;5;null;RUE;MOSCOU;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
9727;83850;650223.2163;6864659.4209;650223.2163;6864659.4209;7;null;8;32;751083205;2;null;RUE;NAPLES;A;AF101;Atelier en boutique;1;0;null;0;null;0;null
2185;25211;650536.7756;6864681.9806;650536.7756;6864681.9806;7;null;8;32;751083207;9;B;RUE;MOSCOU;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2186;25212;650536.7756;6864681.9806;650533.607719954;6864684.42283996;7;null;8;32;751083207;9;B;RUE;MOSCOU;R;AD101;Cabinet médical;1;0;null;0;null;0;null
12544;95915;650223.2163;6864659.4209;650227.120727022;6864660.29006606;7;null;8;32;751083205;2;null;RUE;NAPLES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2137;24775;650189.0173;6864701.6713;650189.0173;6864701.6713;7;null;8;32;751083205;4;null;RUE;COPENHAGUE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2119;24540;650238.6679;6864272.4617;650238.6679;6864272.4617;7;null;8;32;751083201;6;null;RUE;VIENNE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2149;24962;650309.9733;6864499.6769;650311.311816564;6864495.90750039;7;null;8;32;751083208;48;null;RUE;ROME;R;AF104;Stockage en boutique;1;0;null;1;PCA;0;null
2187;25259;650553.9824;6864582.5255;650550.097031721;6864581.57475643;7;null;8;32;751083208;33;null;RUE;LIEGE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2146;24848;650335.3222;6864357.7726;650333.992238687;6864361.54502666;7;null;8;32;751083201;35;null;RUE;ROME;R;AD108;Laboratoire d'analyses médicales;1;0;null;0;null;0;null
2143;24811;650211.9307;6864587.5773;650211.9307;6864587.5773;7;null;8;32;751083205;7;null;RUE;EDIMBOURG;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2184;25202;650543.9582;6864597.6428;650547.844231076;6864598.59083084;7;null;8;32;751083207;32;null;RUE;LIEGE;A;AD101;Cabinet médical;1;0;null;0;null;0;null
2140;24795;650217.4831;6864615.2908;650217.4831;6864615.2908;7;null;8;32;751083205;5;null;RUE;CONSTANTINOPLE;R;AF104;Stockage en boutique;1;0;null;1;PCA;0;null
9721;83837;650208.9985;6864619.5221;650208.9985;6864619.5221;7;null;8;32;751083205;7;null;RUE;CONSTANTINOPLE;R;AF101;Atelier en boutique;1;0;null;1;PCA;0;null
2117;24497;650197.7624;6864110.2738;650213.571482146;6864112.73812987;7;null;8;32;751083201;26;null;RUE;PEPINIERE;R;AD103;Cabinet dentaire;1;0;null;1;PCA;0;null
2071;23192;650333.3183;6864093.7209;650333.3183;6864093.7209;7;null;8;31;751083108;75;null;RUE;ANJOU;A;AD101;Cabinet médical;1;0;null;0;null;0;null
2116;24481;650248.7258;6864116.962;650248.7258;6864116.962;7;null;8;32;751083201;20;null;RUE;PEPINIERE;CI;AD104;Cabinet de kinésithérapeute;1;0;null;1;PCA;0;null
2120;24547;650205.6673;6864247.2487;650205.6673;6864247.2487;7;null;8;32;751083201;1;null;RUE;VIENNE;A;AF102;Bureau en boutique;1;0;null;0;null;0;null
2115;24454;650275.6797;6864180.8418;650271.681460553;6864180.72313524;7;null;8;32;751083201;9;null;RUE;LABORDE;R;AD108;Laboratoire d'analyses médicales;1;0;null;3;PCA - PPA;0;null
2114;24452;650295.1852;6864179.0981;650287.189017058;6864178.85100009;7;null;8;32;751083201;7;null;RUE;LABORDE;R;AD104;Cabinet de kinésithérapeute;1;0;null;3;PCA - PPA;0;null
2118;24525;650277.2592;6864192.6976;650277.2592;6864192.6976;7;null;8;32;751083201;6;null;RUE;LABORDE;R;AD103;Cabinet dentaire;1;0;null;3;PCA - PPA;0;null
2147;24880;650374.4363;6864243.5429;650373.108314026;6864247.31602248;7;null;8;32;751083201;23;null;RUE;ROME;R;AD103;Cabinet dentaire;1;0;null;0;null;0;null
2125;24629;649959.0424;6864653.4112;649959.0424;6864653.4112;7;null;8;32;751083204;77;null;RUE;ROCHER;R;AF102;Bureau en boutique;1;0;null;1;PCA;0;null
2138;24784;650156.5573;6864664.9845;650156.5573;6864664.9845;7;null;8;32;751083205;10;null;RUE;CONSTANTINOPLE;R;AF102;Bureau en boutique;1;0;null;1;PCA;0;null
12091;93668;650157.7221;6864676.1628;650157.7221;6864676.1628;7;null;8;32;751083205;7;null;RUE;COPENHAGUE;R;AC103;Studio de reportages photographiques;1;0;null;0;null;0;null
12545;95916;650176.3107;6864682.5368;650176.3107;6864682.5368;7;null;8;32;751083205;5;null;RUE;COPENHAGUE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2129;24708;650086.7529;6864681.1175;650086.7529;6864681.1175;7;null;8;32;751083205;23;B;RUE;CONSTANTINOPLE;R;AF102;Bureau en boutique;1;0;null;1;PCA;0;null
2130;24719;649959.0338;6864704.2725;649959.0338;6864704.2725;7;null;8;32;751083205;7;null;RUE;LARRIBE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
9724;83844;649974.2084;6864709.2132;649974.2084;6864709.2132;7;null;8;32;751083205;5;null;RUE;LARRIBE;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
9719;83834;649974.2084;6864709.2132;649970.414662475;6864707.94530584;7;null;8;32;751083205;5;null;RUE;LARRIBE;R;AF101;Atelier en boutique;1;0;null;0;null;0;null
11122;89044;650059.519;6864610.2077;650055.614118477;6864609.34057816;7;null;8;32;751083205;25;null;RUE;NAPLES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2142;24805;650059.519;6864610.2077;650059.519;6864610.2077;7;null;8;32;751083205;25;null;RUE;NAPLES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
12092;93669;650082.1798;6864629.3576;650082.1798;6864629.3576;7;null;8;32;751083205;16;null;RUE;NAPLES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2124;24624;649979.8769;6864619.4592;649979.8769;6864619.4592;7;null;8;32;751083204;71;null;RUE;ROCHER;R;AF102;Bureau en boutique;1;0;null;1;PCA;0;null
9722;83838;650159.7796;6864631.6253;650155.874869798;6864630.757497;7;null;8;32;751083205;7;null;RUE;NAPLES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2131;24723;650115.2452;6864636.3981;650115.2452;6864636.3981;7;null;8;32;751083205;12;null;RUE;NAPLES;R;AD104;Cabinet de kinésithérapeute;1;0;null;0;null;0;null
2132;24724;650115.2452;6864636.3981;650119.150232862;6864637.26454004;7;null;8;32;751083205;12;null;RUE;NAPLES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
2133;24728;649974.4344;6864655.071;649980.791653191;6864644.89331206;7;null;8;32;751083205;80;null;RUE;ROCHER;R;AF102;Bureau en boutique;1;0;null;1;PCA;0;null
12088;93661;649990.0957;6864213.476;649990.0957;6864213.476;7;null;8;32;751083202;59;null;BD;MALESHERBES;R;AF102;Bureau en boutique;1;0;null;0;null;0;null
