OBJECTID;ID_LOCAL;X;Y;Xbis;Ybis;C20_NIV8;F7;ARRO;QUA;IRIS;NUM;LET;TYP_VOIE;LIB_VOIE;C20_SIT;C20_CODACT;C20_LIBACT;C20_SURF;C20_CC_ID;C20_NOM_CC;CODE_PROTECTION;TYPE_PROTECTION;CODE_ZTI;NOM_ZTI
1539;25111;650479.9163;6864962.1309;650479.9163;6864962.1309;2;null;8;32;751083207;23;null;BD;BATIGNOLLES;R;CA302;Supérette  classique;1;0;null;1;PCA;0;null
1538;25110;650496.2474;6864966.9998;650496.2474;6864966.9998;2;null;8;32;751083207;21;null;BD;BATIGNOLLES;R;CA302;Supérette  classique;1;0;null;1;PCA;0;null
1525;24970;650247.5944;6864892.7268;650247.5944;6864892.7268;2;null;8;32;751083206;41;B;BD;BATIGNOLLES;R;CA302;Supérette  classique;1;0;null;1;PCA;0;null
1530;25036;650284.9387;6864903.9224;650284.9387;6864903.9224;2;null;8;32;751083206;41;null;BD;BATIGNOLLES;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;0;null
1533;25095;650440.7635;6864928.4784;650440.148107426;6864932.43077802;2;null;8;32;751083206;31;null;RUE;TURIN;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
1532;25076;650403.1035;6864939.2547;650399.280738631;6864938.07720456;2;null;8;32;751083206;29;null;BD;BATIGNOLLES;A;CA107;Vente de produits surgelés;1;0;null;1;PCA;0;null
1531;25075;650403.1035;6864939.2547;650403.1035;6864939.2547;2;null;8;32;751083206;29;null;BD;BATIGNOLLES;R;CA108;Vente de fruits et légumes;1;0;null;1;PCA;0;null
1529;25033;650315.2759;6864912.9638;650311.452522645;6864911.78830623;2;null;8;32;751083206;37;null;BD;BATIGNOLLES;R;CA102;Traiteur asiatique;1;0;null;1;PCA;0;null
1534;25097;650438.9082;6864941.0751;650438.294876886;6864945.02779968;2;null;8;32;751083206;33;null;RUE;TURIN;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
1528;25025;650360.0734;6864926.3158;650360.0734;6864926.3158;2;null;8;32;751083206;31;null;BD;BATIGNOLLES;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
1527;25012;650458.3294;6864726.7435;650458.3294;6864726.7435;2;null;8;32;751083206;5;null;PL;DUBLIN;A;CA302;Supérette  classique;1;0;null;0;null;0;null
1542;25180;650495.6649;6864732.0061;650495.6649;6864732.0061;2;null;8;32;751083207;22;null;RUE;MOSCOU;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;0;null;0;null
1515;24777;650129.7558;6864681.4066;650129.7558;6864681.4066;2;null;8;32;751083205;12;null;RUE;COPENHAGUE;A;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
1508;24701;650144.5864;6864651.8859;650130.251288229;6864658.99255677;2;null;8;32;751083205;17;null;RUE;CONSTANTINOPLE;R;CA102;Traiteur asiatique;1;0;null;1;PCA;0;null
1507;24700;650144.5864;6864651.8859;650133.835066171;6864657.21589258;2;null;8;32;751083205;17;null;RUE;CONSTANTINOPLE;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
1516;24782;650175.1184;6864655.5577;650175.1184;6864655.5577;2;null;8;32;751083205;8;null;RUE;CONSTANTINOPLE;A;CA111;Commerce détail de boissons;1;0;null;1;PCA;0;null
1526;25005;650210.1707;6864791.4733;650210.1707;6864791.4733;2;null;8;32;751083206;82;null;RUE;ROME;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
1541;25179;650495.6649;6864732.0061;650502.015125866;6864727.14044162;2;null;8;32;751083207;22;null;RUE;MOSCOU;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
1514;24771;650116.7722;6864685.0466;650116.7722;6864685.0466;2;null;8;32;751083205;14;null;RUE;CONSTANTINOPLE;R;CA102;Traiteur asiatique;1;0;null;1;PCA;0;null
1502;24665;649877.2637;6864774.1312;649873.456036941;6864775.35663952;2;null;8;32;751083204;1;null;PL;PROSPER GOUBAUX;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
1513;24748;650021.9783;6864825.5351;650021.9783;6864825.5351;2;null;8;32;751083205;53;null;BD;BATIGNOLLES;R;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;1;PCA;0;null
1510;24729;649974.4344;6864655.071;649982.910737588;6864641.50074941;2;null;8;32;751083205;80;null;RUE;ROCHER;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
1509;24707;650107.1078;6864670.8176;650103.524332501;6864672.59489026;2;null;8;32;751083205;23;null;RUE;CONSTANTINOPLE;R;CA302;Supérette  classique;1;0;null;1;PCA;0;null
1511;24734;649951.0007;6864693.2899;649955.23768696;6864686.50403664;2;null;8;32;751083205;86;null;RUE;ROCHER;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
1506;24695;649929.1556;6864728.9704;649937.627202764;6864715.39719306;2;null;8;32;751083205;90;null;RUE;ROCHER;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;1;PCA;0;null
1512;24735;650051.7983;6864717.9291;650051.7983;6864717.9291;2;null;8;32;751083205;22;null;RUE;CONSTANTINOPLE;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
1498;24636;649916.7184;6864722.3958;649916.7184;6864722.3958;2;null;8;32;751083204;89;null;RUE;ROCHER;R;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;1;PCA;0;null
1505;24692;649929.1556;6864728.9704;649929.1556;6864728.9704;2;null;8;32;751083205;90;null;RUE;ROCHER;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;0;null
1504;24681;649894.0914;6864740.6767;649894.0914;6864740.6767;2;null;8;32;751083204;97;null;RUE;MONCEAU;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
1503;24674;649796.1823;6864766.9125;649796.1823;6864766.9125;2;null;8;32;751083204;110;null;RUE;MIROMESNIL;R;CA105;Chocolaterie - Confiserie;1;0;null;0;null;0;null
1501;24650;649772.8048;6864769.8637;649772.8048;6864769.8637;2;null;8;32;751083204;15;null;BD;COURCELLES;A;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;1;PCA;0;null
1536;25101;650558.8938;6864985.677;650558.8938;6864985.677;2;null;8;32;751083207;11;null;BD;BATIGNOLLES;R;CA111;Commerce détail de boissons;1;0;null;1;PCA;0;null
1535;25099;650586.2958;6864993.8549;650586.2958;6864993.8549;2;null;8;32;751083207;7;null;BD;BATIGNOLLES;R;CA202;Supermarché classique;2;0;null;1;PCA;0;null
1537;25103;650546.5318;6864981.9927;650546.5318;6864981.9927;2;null;8;32;751083207;13;null;BD;BATIGNOLLES;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;0;null
1540;25144;650642.1791;6864793.1061;650642.330558236;6864797.10323152;2;null;8;32;751083207;67;null;RUE;AMSTERDAM;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
1543;25192;650618.7483;6864635.713;650618.7483;6864635.713;2;null;8;32;751083207;4;null;RUE;MOSCOU;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
1494;24504;650151.2508;6864103.4352;650163.108256032;6864105.27930858;2;null;8;32;751083201;28;null;RUE;PEPINIERE;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
1487;24313;649855.7489;6864109.8373;649855.7489;6864109.8373;2;null;8;32;751083209;111;null;BD;HAUSSMANN;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
1493;24486;650229.1152;6864114.8837;650229.1152;6864114.8837;2;null;8;32;751083201;24;null;RUE;PEPINIERE;R;CA102;Traiteur asiatique;1;0;null;1;PCA;0;null
1462;23698;649954.7288;6863947.6776;649954.7288;6863947.6776;2;null;8;31;751083103;27;null;RUE;CAMBACERES;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
1458;23634;650092.0754;6863999.0829;650092.0754;6863999.0829;2;null;8;31;751083103;28;null;RUE;ASTORG;A;CA201;Monoprix;3;0;null;0;null;0;null
1457;23632;650155.3824;6863950.9995;650150.352778039;6863961.89458618;2;null;8;31;751083103;41;null;BD;MALESHERBES;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
1459;23644;650053.4609;6864030.286;650049.587088614;6864029.28921249;2;null;8;31;751083103;3;null;RUE;LA BOETIE;R;CA107;Vente de produits surgelés;1;0;null;1;PCA;0;null
1438;23231;650215.8554;6864033.7179;650215.8554;6864033.7179;2;null;8;31;751083107;85;null;BD;HAUSSMANN;R;CA302;Supérette  classique;1;0;null;1;PCA;0;null
1439;23233;650215.8554;6864033.7179;650208.015724265;6864035.31147597;2;null;8;31;751083107;85;null;BD;HAUSSMANN;R;CA105;Chocolaterie - Confiserie;1;0;null;1;PCA;0;null
1437;23206;650184.002;6864073.1583;650187.920721495;6864072.35603954;2;null;8;31;751083108;112;null;BD;HAUSSMANN;R;CA105;Chocolaterie - Confiserie;1;0;null;1;PCA;0;null
1436;23205;650184.002;6864073.1583;650184.002;6864073.1583;2;null;8;31;751083108;112;null;BD;HAUSSMANN;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
1490;24423;650045.0109;6864102.5529;650048.928638322;6864101.74585202;2;null;8;32;751083209;116;null;BD;HAUSSMANN;R;CA111;Commerce détail de boissons;1;0;null;1;PCA;0;null
1454;23611;650190.7418;6863873.5238;650190.7418;6863873.5238;2;null;8;31;751083105;33;null;BD;MALESHERBES;R;CA111;Commerce détail de boissons;1;0;null;0;null;0;null
1455;23613;650184.0054;6863888.2703;650184.0054;6863888.2703;2;null;8;31;751083105;35;null;BD;MALESHERBES;R;CA111;Commerce détail de boissons;1;0;null;0;null;0;null
1461;23692;649844.997;6863864.8615;649841.14965257;6863863.76700571;2;null;8;31;751083104;19;null;RUE;PENTHIEVRE;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
1448;23560;650003.4163;6863721.8503;650000.77891674;6863718.84294077;2;null;8;31;751083105;16;null;RUE;SAUSSAIES;A;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
1453;23603;650225.4549;6863797.5725;650223.761896413;6863801.19655006;2;null;8;31;751083105;23;null;BD;MALESHERBES;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
1460;23684;649959.5939;6863896.4148;649959.5939;6863896.4148;2;null;8;31;751083104;1;null;RUE;PENTHIEVRE;A;CA302;Supérette  classique;1;0;null;0;null;0;null
1456;23615;650177.6354;6863902.2228;650177.6354;6863902.2228;2;null;8;31;751083105;37;null;BD;MALESHERBES;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
1463;23717;649830.9499;6863909.6993;649830.9499;6863909.6993;2;null;8;31;751083103;28;null;RUE;MIROMESNIL;R;CA105;Chocolaterie - Confiserie;1;0;null;1;PCA;0;null
1464;23724;649829.2608;6863946.7925;649829.465262935;6863942.79772905;2;null;8;31;751083103;34;null;RUE;MIROMESNIL;R;CA102;Traiteur asiatique;1;0;null;1;PCA;0;null
1485;24279;649781.3217;6863984.6097;649785.196726179;6863985.60175449;2;null;8;32;751083209;30;null;RUE;LA BOETIE;R;CA111;Commerce détail de boissons;1;0;null;1;PCA;0;null
1486;24286;649815.3896;6864001.5219;649815.155162132;6864005.51502395;2;null;8;32;751083209;43;null;RUE;MIROMESNIL;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
1372;21817;649381.196;6863991.5334;649381.196;6863991.5334;2;null;8;30;751083006;9;null;AV;MYRON HERRICK;R;CA302;Supérette  classique;1;0;null;0;null;0;null
1369;21767;649240.0818;6864048.2589;649231.419226801;6864039.95469471;2;null;8;30;751083006;46;null;RUE;BERRI;R;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;0;null;0;null
1469;23956;649396.3382;6864133.4235;649396.3382;6864133.4235;2;null;8;32;751083210;160;null;BD;HAUSSMANN;R;CA111;Commerce détail de boissons;1;0;null;0;null;0;null
1370;21772;649279.7291;6864085.6244;649279.7291;6864085.6244;2;null;8;30;751083006;50;null;RUE;BERRI;R;CA302;Supérette  classique;1;0;null;0;null;0;null
1371;21791;649291.3329;6864092.4001;649291.3329;6864092.4001;2;null;8;30;751083006;163;null;BD;HAUSSMANN;A;CA302;Supérette  classique;1;0;null;0;null;0;null
1468;23937;649578.8289;6864142.5777;649578.8289;6864142.5777;2;null;8;32;751083210;144;null;BD;HAUSSMANN;A;CA302;Supérette  classique;1;0;null;0;null;0;null
1488;24341;649823.0477;6864089.6686;649823.471966138;6864081.67985803;2;null;8;32;751083209;54;null;RUE;MIROMESNIL;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
1399;22422;649403.682;6863810.1449;649403.682;6863810.1449;2;null;8;30;751083004;28;null;AV;FRANKLIN D  ROOSEVELT;R;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;0;null;6;Champs Elysées-Montaigne
1398;22404;649513.6521;6863812.8655;649510.103412023;6863814.71125558;2;null;8;30;751083004;103;null;RUE;FAUBOURG SAINT HONORE;R;CA111;Commerce détail de boissons;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1400;22427;649413.1592;6863838.5664;649409.622179239;6863836.6983839;2;null;8;30;751083004;71;null;RUE;LA BOETIE;R;CA105;Chocolaterie - Confiserie;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1373;21857;649338.3009;6863866.5972;649338.3009;6863866.5972;2;null;8;30;751083004;6;null;RUE;COMMANDANT RIVIERE;R;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;0;null;0;null
1374;21872;649378.4942;6863879.2681;649378.4942;6863879.2681;2;null;8;30;751083004;73;null;AV;FRANKLIN D  ROOSEVELT;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
7466;93618;649378.4942;6863879.2681;649378.512351511;6863883.26805882;2;null;8;30;751083004;73;null;AV;FRANKLIN D  ROOSEVELT;R;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;0;null;0;null
1465;23733;649810.0679;6863969.2375;649810.0679;6863969.2375;2;null;8;31;751083103;29;null;RUE;LA BOETIE;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
7469;93675;649580.9596;6863934.3507;649580.9596;6863934.3507;2;null;8;32;751083209;58;null;RUE;LA BOETIE;R;CA302;Supérette  classique;1;0;null;1;PCA;0;null
1466;23886;649559.8153;6863929.0781;649559.8153;6863929.0781;2;null;8;32;751083209;60;null;RUE;LA BOETIE;R;CA102;Traiteur asiatique;1;0;null;1;PCA;0;null
1394;22365;649403.8775;6863680.0176;649403.8775;6863680.0176;2;null;8;30;751083004;14;null;AV;FRANKLIN D  ROOSEVELT;R;CA302;Supérette  classique;1;0;null;0;null;6;Champs Elysées-Montaigne
1385;22228;649263.2732;6863667.7169;649259.662858863;6863669.43894439;2;null;8;30;751083003;31;null;RUE;PONTHIEU;R;CA102;Traiteur asiatique;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1393;22362;649403.8183;6863657.9201;649403.8183;6863657.9201;2;null;8;30;751083004;12;null;AV;FRANKLIN D  ROOSEVELT;R;CA106;Torréfacteur -  Commerce détail  thé et café;1;0;null;0;null;6;Champs Elysées-Montaigne
1388;22278;649298.89;6863663.3982;649306.108878038;6863659.95033111;2;null;8;30;751083004;28;null;RUE;PONTHIEU;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1386;22233;649232.6293;6863682.6628;649232.6293;6863682.6628;2;null;8;30;751083003;35;null;RUE;PONTHIEU;R;CA302;Supérette  classique;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1391;22350;649505.0736;6863759.3566;649501.555337932;6863757.45348886;2;null;8;30;751083004;48;null;RUE;COLISEE;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;6;Champs Elysées-Montaigne
1392;22359;649561.9699;6863787.1762;649561.9699;6863787.1762;2;null;8;30;751083004;97;null;RUE;FAUBOURG SAINT HONORE;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1396;22401;649539.4802;6863799.1429;649539.4802;6863799.1429;2;null;8;30;751083004;99;null;RUE;FAUBOURG SAINT HONORE;A;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1397;22402;649530.5111;6863803.9101;649530.5111;6863803.9101;2;null;8;30;751083004;101;null;RUE;FAUBOURG SAINT HONORE;R;CA104;Pâtisserie;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1362;21666;649065.3209;6863919.6974;649065.3209;6863919.6974;2;null;8;30;751083005;29;null;RUE;BERRI;R;CA302;Supérette  classique;1;0;null;0;null;0;null
1358;21491;648641.1413;6864006.3792;648641.1413;6864006.3792;2;null;8;30;751083005;31;null;RUE;CHATEAUBRIAND;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;0;null;0;null
1360;21633;648957.7703;6863994.4071;648957.7703;6863994.4071;2;null;8;30;751083005;37;null;RUE;WASHINGTON;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
1375;21878;649157.2611;6863953.4554;649157.2611;6863953.4554;2;null;8;30;751083004;24;null;RUE;ARTOIS;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
1368;21745;649213.8119;6864042.6752;649213.8119;6864042.6752;2;null;8;30;751083006;45;null;RUE;BERRI;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
1357;21442;648598.0646;6864050.0331;648598.0646;6864050.0331;2;null;8;30;751083001;9;null;RUE;ARSENE HOUSSAYE;R;CA105;Chocolaterie - Confiserie;1;0;null;0;null;0;null
1367;21739;649094.6098;6864071.2588;649094.6098;6864071.2588;2;null;8;30;751083005;165;null;RUE;FAUBOURG SAINT HONORE;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1355;21405;648938.7812;6864136.5764;648938.7812;6864136.5764;2;null;8;30;751083001;7;null;RUE;BERRYER;R;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;0;null;0;null
7652;97979;649013.446;6864139.4884;649016.890388867;6864137.45463862;2;null;8;30;751083002;206;null;RUE;FAUBOURG SAINT HONORE;R;CA302;Supérette  classique;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1359;21584;648824.581;6863864.2977;648824.581;6863864.2977;2;null;8;30;751083005;13;null;RUE;WASHINGTON;R;CA111;Commerce détail de boissons;1;0;null;0;null;0;null
7362;90235;648435.0669;6863870.0776;648435.0669;6863870.0776;2;null;8;29;751082906;133;null;AV;CHAMPS ELYSEES;CC;CA111;Commerce détail de boissons;1;601;DRUGSTORE PUBLICIS;2;PCA - PRCA;6;Champs Elysées-Montaigne
7577;96751;648435.0669;6863870.0776;648435.0669;6863870.0776;2;null;8;29;751082906;133;null;AV;CHAMPS ELYSEES;CC;CA104;Pâtisserie;1;601;DRUGSTORE PUBLICIS;2;PCA - PRCA;6;Champs Elysées-Montaigne
1341;21190;648435.0669;6863870.0776;648435.0669;6863870.0776;2;null;8;29;751082906;133;null;AV;CHAMPS ELYSEES;CC;CA101;Charcuterie - Traiteur - Epicerie fine;1;601;DRUGSTORE PUBLICIS;2;PCA - PRCA;6;Champs Elysées-Montaigne
7578;96752;648435.0669;6863870.0776;648435.0669;6863870.0776;2;null;8;29;751082906;133;null;AV;CHAMPS ELYSEES;CC;CA104;Pâtisserie;1;601;DRUGSTORE PUBLICIS;2;PCA - PRCA;6;Champs Elysées-Montaigne
1361;21664;649029.0732;6863890.5093;649029.0732;6863890.5093;2;null;8;30;751083005;25;null;RUE;BERRI;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
1364;21696;648884.1474;6863904.7974;648884.1474;6863904.7974;2;null;8;30;751083005;24;null;RUE;WASHINGTON;R;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;0;null;0;null
1365;21698;648899.0473;6863919.3364;648899.0473;6863919.3364;2;null;8;30;751083005;28;null;RUE;WASHINGTON;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
1366;21700;648899.0473;6863919.3364;648893.367783741;6863913.70229891;2;null;8;30;751083005;28;null;RUE;WASHINGTON;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
1387;22236;649216.4176;6863690.5707;649216.4176;6863690.5707;2;null;8;30;751083003;37;null;RUE;PONTHIEU;R;CA102;Traiteur asiatique;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1379;22016;649046.7926;6863649.6612;649046.7926;6863649.6612;2;null;8;30;751083003;66;null;AV;CHAMPS ELYSEES;CC;CA102;Traiteur asiatique;1;31;GALERIE 66;2;PCA - PRCA;6;Champs Elysées-Montaigne
1378;21978;649046.7926;6863649.6612;649046.7926;6863649.6612;2;null;8;30;751083003;66;null;AV;CHAMPS ELYSEES;CC;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;31;GALERIE 66;2;PCA - PRCA;6;Champs Elysées-Montaigne
1382;22120;648935.5218;6863704.505;648935.5218;6863704.505;2;null;8;30;751083003;84;null;AV;CHAMPS ELYSEES;CC;CA113;Glacier : vente à emporter et consommation sur place;1;34;GALERIE DES CHAMPS;2;PCA - PRCA;6;Champs Elysées-Montaigne
1380;22077;648972.557;6863686.2515;648972.557;6863686.2515;2;null;8;30;751083003;76;null;AV;CHAMPS ELYSEES;CC;CA105;Chocolaterie - Confiserie;1;33;GALERIE DES ARCADES;2;PCA - PRCA;6;Champs Elysées-Montaigne
1381;22106;648935.5218;6863704.505;648935.5218;6863704.505;2;null;8;30;751083003;84;null;AV;CHAMPS ELYSEES;CC;CA105;Chocolaterie - Confiserie;1;34;GALERIE DES CHAMPS;2;PCA - PRCA;6;Champs Elysées-Montaigne
1376;21924;649202.9141;6863725.4809;649206.279388559;6863727.64303619;2;null;8;30;751083004;116;null;RUE;LA BOETIE;R;CA111;Commerce détail de boissons;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1363;21671;648822.5606;6863760.3838;648826.157304647;6863758.6334527;2;null;8;30;751083005;102;null;AV;CHAMPS ELYSEES;R;CA105;Chocolaterie - Confiserie;1;0;null;2;PCA - PRCA;6;Champs Elysées-Montaigne
1377;21929;649166.2413;6863728.2604;649166.2413;6863728.2604;2;null;8;30;751083004;48;null;RUE;PONTHIEU;R;CA102;Traiteur asiatique;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1499;24638;649779.2186;6864537.9496;649779.2186;6864537.9496;2;null;8;32;751083204;72;null;BD;MALESHERBES;A;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;0;null;0;null
1500;24642;649755.0072;6864568.5729;649757.514159155;6864565.45598553;2;null;8;32;751083204;74;null;BD;MALESHERBES;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
1517;24808;650236.4145;6864589.0818;650236.4145;6864589.0818;2;null;8;32;751083205;3;null;RUE;EDIMBOURG;R;CA302;Supérette  classique;1;0;null;0;null;0;null
1496;24563;650204.7946;6864350.7863;650204.7946;6864350.7863;2;null;8;32;751083201;33;null;RUE;ROCHER;R;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;0;null;0;null
1480;24129;649757.7572;6864389.6481;649758.416600883;6864377.66623076;2;null;8;32;751083202;8;null;RUE;CORVETTO;A;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;3;PCA - PPA;0;null
1479;24128;649757.7572;6864389.6481;649758.196800589;6864381.66018717;2;null;8;32;751083202;8;null;RUE;CORVETTO;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;3;PCA - PPA;0;null
7468;93664;649744.2688;6864382.0992;649744.2688;6864382.0992;2;null;8;32;751083202;9;null;RUE;CORVETTO;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;3;PCA - PPA;0;null
1497;24602;649824.9365;6864480.1557;649824.9365;6864480.1557;2;null;8;32;751083204;68;null;BD;MALESHERBES;R;CA302;Supérette  classique;1;0;null;0;null;0;null
1483;24177;649845.0042;6864396.733;649842.488546365;6864399.84290141;2;null;8;32;751083202;85;null;BD;MALESHERBES;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
1471;24035;649789.0995;6864467.4264;649789.0995;6864467.4264;2;null;8;32;751083203;89;null;BD;MALESHERBES;R;CA104;Pâtisserie;1;0;null;0;null;0;null
1478;24126;649757.7572;6864389.6481;649757.7572;6864389.6481;2;null;8;32;751083202;8;null;RUE;CORVETTO;R;CA112;Crèmerie - Fromagerie;1;0;null;3;PCA - PPA;0;null
7310;88953;650155.4248;6864410.4709;650152.68254298;6864413.38294849;2;null;8;32;751083201;43;null;RUE;ROCHER;R;CA111;Commerce détail de boissons;1;0;null;0;null;0;null
1475;24093;649779.2949;6864284.3851;649779.2949;6864284.3851;2;null;8;32;751083202;40;null;RUE;BIENFAISANCE;A;CA302;Supérette  classique;1;0;null;0;null;0;null
1489;24409;649923.4979;6864151.4128;649923.4979;6864151.4128;2;null;8;32;751083209;51;null;RUE;LABORDE;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
1484;24178;649816.0664;6864298.6066;649816.0664;6864298.6066;2;null;8;32;751083202;70;null;RUE;MIROMESNIL;A;CA111;Commerce détail de boissons;1;0;null;0;null;0;null
1495;24541;650245.6755;6864285.3959;650245.6755;6864285.3959;2;null;8;32;751083201;8;null;RUE;VIENNE;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
1476;24100;649776.6617;6864299.6402;649776.6617;6864299.6402;2;null;8;32;751083202;1;null;RUE;TREILHARD;R;CA111;Commerce détail de boissons;1;0;null;3;PCA - PPA;0;null
1520;24870;650259.6678;6864304.0245;650259.6678;6864304.0245;2;null;8;32;751083201;28;null;RUE;ROCHER;A;CA302;Supérette  classique;1;0;null;1;PCA;0;null
1482;24138;649774.2643;6864321.3004;649782.892011931;6864312.95998114;2;null;8;32;751083202;4;null;RUE;TREILHARD;R;CA301;Alimentation générale  <120m²;1;0;null;3;PCA - PPA;0;null
1481;24135;649774.2643;6864321.3004;649774.2643;6864321.3004;2;null;8;32;751083202;4;null;RUE;TREILHARD;R;CA102;Traiteur asiatique;1;0;null;3;PCA - PPA;0;null
1477;24120;649759.7631;6864346.4501;649760.204096097;6864338.4622641;2;null;8;32;751083202;2;null;RUE;CORVETTO;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;3;PCA - PPA;0;null
7470;93676;649336.1644;6864372.5056;649336.1644;6864372.5056;2;null;8;32;751083210;43;null;RUE;LISBONNE;R;CA302;Supérette  classique;2;0;null;0;null;0;null
1343;21218;648667.9569;6864376.843;648675.131263668;6864373.30343704;2;null;8;30;751083002;260;null;RUE;FAUBOURG SAINT HONORE;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1407;22446;648604.2875;6864372.8005;648600.532323874;6864374.17841591;2;null;8;30;751083001;233;null;RUE;FAUBOURG SAINT HONORE;R;CA111;Commerce détail de boissons;1;0;null;1;PCA;6;Champs Elysées-Montaigne
1470;23990;649365.9086;6864375.8452;649365.9086;6864375.8452;2;null;8;32;751083210;39;null;RUE;LISBONNE;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
